index,original_title,artist,startYear,endYear,image,url,museum,title,place,material,description,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
5882,L'Été,"Arcimboldo, Giuseppe ; Italie",1573.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000064968/0000168901_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064968,louvre museum,Summer,arcimboldo  giuseppe,oil on cloth,signature giuseppe arcimboldo f sign and date on the collar and the sleeve,4270,5330,44,3821,3811,10,84,1244,60,5991
5883,"Guirlande de fleurs, oiseaux et papillon","Arellano, Juan de ; Espagne",1614.0,1676.0,https://collections.louvre.fr/media/cache/large/0000000021/0000063052/0000133892_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063052,louvre museum,"Garland of flowers, birds and butterfly",arellano  juan of,oil on cloth,to center of them birds that's why i wrote to you of high is a tit great tit i other without doubt a chaffinch thus that a butterfly peacock of day garland composed  a big variety of flowers whose of them the dahlia and the flower  orange tree to meet rarely at the house of arellano see competence,2256,696,3061,692,3961,3960,2348,827,3952,3718
5884,Pêcheurs sur la rive d'un fleuve,"Arentsz., Arent ; Pays-Bas",1670.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000064882/0000599096_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064882,louvre museum,Fishermen on the bank of a river,arentsz   are not,oil on drink,signature s b g yy,6271,3344,2366,1169,3431,2308,3793,3795,2663,3524
5885,Forêt avec des chasseurs,"Arthois, Jacques d' ; Pays-Bas du Sud",1640.0,1660.0,https://collections.louvre.fr/media/cache/original/0000000021/0000064856/0000133659_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064856,louvre museum,Forest with hunters,arthois  james ,oil on cloth,the signature yet read by edward michael in inventory i was neglected the restoration of board in nothing to this countryside as that's why i wrote to you this of to master of huysmans have summer assigned to his student signature s b m i  arthois,3933,1667,645,633,3648,5535,1654,1497,6224,634
5886,Entrée d'un bois,"Arthois, Jacques d' ; Pays-Bas du Sud",1610.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000059679/0000605754_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059679,louvre museum,Entrance to a wood,arthois  james ,oil on cloth,to back cut of cat of sale handsome site bathed by a river under the nouns of james  arthois and high pieter end with indication handwritten sale of county and attribution to james and high for pieter end variant slightly scaled down of board of the coll terlinden exposed to brussels in see laes countryside inspired by the surroundings of brussels may be the road of fort fort to auderghem figures of taste brueghelian and without doubt other hand traditionally we the given to pieter end this who not to exclude nature of brand stamp of wax affixed to back of frame,1873,5188,5264,5893,2170,3631,5466,4363,6324,5975
5887,Bord de Canal à Delft,"Asch, Pieter-Jansz van ; Pays-Bas",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054683/0000843093_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054683,louvre museum,Canalside in Delft,asch  pieter jansz van,cloth smoothed on drink,registration to setback on the frame a label handwritten to setback on the sign to the chalk white of them time to setback on the sign to the chalk pink to setback on the sign in black nr to setback on the sign a label handwritten central collecting point baden baden virgin,1043,5090,4823,5088,5244,5057,5746,4501,2908,1603
5888,L'Intérieur du théâtre de la reine au Petit Trianon en 1838,"Asselineau, Antoinette ; France",1838.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057892/0000368250_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057892,louvre museum,The Interior of the Queen's Theater at the Petit Trianon in 1838,asselineau  Antoinette,cloth,signature has head asselineau in low to right,3176,2011,1818,4174,2965,5909,3041,1287,4315,5149
5889,"Portrait du baron Dormier, capitaine instructeur au 10e Régiment de Dragons","Asselineau, Antoinette ; France",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057370/0000328660_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057370,louvre museum,"Portrait of Baron Dormier, Captain Instructor of the 10th Dragoons Regiment",asselineau  Antoinette,cloth,registration registered to stencil to setback of the cloth and on label glued on the frame mid nature of brand buffer faded away during of relining signature sign in low to right anttte has,3911,3912,4312,2785,5140,6261,5084,4310,5182,2839
5890,La Cène,"Assereto, Gioacchino ; Italie",1620.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053402/0000730614_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053402,louvre museum,The Lord's Supper,asserted  gioacchino,cloth,registration to setback on the frame a label collection the case to setback on the frame a registration engraved museum paul,3333,997,2608,2676,2609,3635,3851,91,1055,47
5891,Nature morte aux fleurs,"Assteyn, Bartholomeus ; Pays-Bas",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054093/0000918371_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054093,louvre museum,Still life with flowers,assteyn  bartholomeus,drink,registration to setback on the sign has the chalk white framed has to felt to the chalk blue ear straight label rectangular jagged to edging black label rectangular to corners cut edging blue nr asselyn hol not m to the flowers and above label oval red photography on the wooden floor on the rail left has the chalk blue to the chalk white and on the frame in low to the chalk pink illegible on the property card identifying marks linz signature sign date in low to left on the table b assteyn,4318,5376,4629,4622,6451,709,145,78,4819,5868
5892,Nature morte au panier de fruits,"Assteyn, Bartholomeus ; Pays-Bas",1650.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000054722/0000902208_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054722,louvre museum,Still life with fruit basket,assteyn  bartholomeus,metal  copper ,registration to setback of the plaque has the chalk white has framed surrounded fb m v label rectangular to corners cut and edging blue of heem natural dead nr signature sign date in low to middle on the flange of the table  of heem f,1584,3560,1070,5258,2461,2339,3558,4153,1145,1369
5893,"Fleurs dans une coupe en verre, coquillages, papillons et sauterelle","Ast, Balthasar van der ; Pays-Bas",1640.0,1650.0,https://collections.louvre.fr/media/cache/large/0000000021/0000067252/0000571552_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067252,louvre museum,"Flowers in a glass cup, shells, butterflies and grasshopper",ast  balthasar van last,oil on drink,the seashells are tropical africa indies caribbean to date of the period delftoise and late of toward in a design more refined and more elegant that that very decorative and richly colorful of his beginnings flemish influenced by bosschaert and jan i brueghel other version signed with some variants to the hague mauritshuis legacy loudon replica almost literal otherwise copy proposed in sale to london bonham xi nope sold nature of brand stamp of wax nature of text to back label in english to reporting to a other board preserved to museum of dresden signature in low to right b van last ast,190,2327,680,954,3590,6329,5264,1872,1654,4331
5894,"Portrait présumé de Christoph Willibald Gluck (1714-1787), compositeur","Aubry, Étienne ; France",1772.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000055990/0000354578_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055990,louvre museum,"Presumed portrait of Christoph Willibald Gluck (1714-1787), composer",aubry  stephen,cloth,oval format oval registration to setback on the cloth to stencil black rf on the frame a cartel in the part lower and aubry attract portrait of glue on the frame a cartel in the part superior the legacy of m has marmontel signature sign date in low to right greuze apocryphal trace of signature,2807,5084,3911,3912,3056,2463,5054,295,5852,5179
5895,Portrait du sculpteur Louis-Claude Vassé (1716-1772),"Aubry, Étienne ; France",1771.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057756/0000371125_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057756,louvre museum,Portrait of the sculptor Louis-Claude Vassé (1716-1772),aubry  stephen,cloth,signature s  b g and aubry,5896,242,4408,241,2119,1987,1397,1393,2753,2117
5896,Portrait du sculpteur Adam (le jeune),"Aubry, Étienne ; France",1750.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053125/0000769252_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053125,louvre museum,Portrait of the sculptor Adam (the younger),aubry  stephen,cloth,format oval,5895,1326,3291,5510,1987,1397,4327,241,2120,833
5897,Le Verre de vin,"Aubry, Étienne ; France",1750.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000055989/0000048832_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055989,louvre museum,The glass of wine,aubry  stephen,cloth,registration registration in black to stencil setback cloth of relining rf,3006,4871,5282,5133,4368,5179,5758,2712,2373,5182
5898,La Décollation de saint Jean-Baptiste,"Audran, Claude II ; France",1674.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062933/0000962863_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062933,louvre museum,The Beheading of Saint John the Baptist,audran  claude ii,oil on cloth,signature s b  fact by claude audran,3272,3275,3278,3271,2124,2724,3279,2125,2123,3276
5899,"La salle des bijoux au Louvre et l'enfilade des Salles Charles X, vers 1835.","Auguste, Joseph ; France",1825.0,1850.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065521/0000135549_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065521,louvre museum,"The jewelry room at the Louvre and the enfilade of the Salles Charles X, around 1835.",august  joseph,oil on cloth,signature s b  joseph august,5665,5664,4558,1711,1710,910,181,6169,5661,3254
5900,Femme nue de dos montant à cheval ou Amazone,"Auguste, Jules Robert ; France",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000243110/0000797324_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010243110,louvre museum,Naked woman from behind riding a horse or Amazon,august  jules Robert,pastel,women naked presented of back s ready to ascend a horse fiery a dog to long hair to keep busy to right the part lower of board,2714,2740,3299,3568,3505,3300,4498,3048,3500,3773
5901,David et Bethsabée,"Autriche ; Spillenberger, Johann von",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054579/0000046438_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054579,louvre museum,David and Bathsheba,Austria,cloth,registration labels glued where oh photography nr spilberg bathsheba to bath cognac nr spilberg bathsheba to bath cognac registration to the chalk white cognac spilberg yup registration  trace  a label ripped off date and  stay legible tracks  labels ripped off signature sign and date in low to right spilberg f.c.,592,4633,4618,122,4626,4370,5913,2385,4959,4308
5902,Scène de patinage à Kampen,"Avercamp, Barend ; Pays-Bas",1625.0,1650.0,https://collections.louvre.fr/media/cache/large/0000000021/0000064280/0000745597_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064280,louvre museum,Skating scene in Kampen,avercamp  barend,oil on cloth,board long time assigned to hendrick avercamp painter more gifted that his copycat and nephew barend signature s b g avercamp,1690,4455,6325,611,4371,1220,1798,1667,4363,664
5903,Les Plaisirs de l'hiver,"Avercamp, Hendrick van ; Pays-Bas",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054685/0000810390_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054685,louvre museum,The pleasures of winter,avercamp  hendrick van,metal  copper ,registration to setback on the frame a label ripped off h and a other trace  label to setback on the support stamp difficult to read to setback on the support manuscript in white lm to setback on the support on label handwritten nr umm countryside  winter to setback on the support buffer of the city of gray on the ice to left of barrel ahem and more low ha the of them letters glued without doubt also apocrypha signature in low to left on the lid of barrel hh signature apocryphal,200,199,4034,5475,1401,1010,5258,4308,201,6098
5904,"Au Louvre (deux femmes copiant la fresque de Botticelli, ""Vénus et les Grâces offrant des présents à une jeune fille"").","Azambre, Étienne ; France",1894.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062987/0000135563_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062987,louvre museum,"At the Louvre (two women copying Botticelli's fresco, ""Venus and the Graces offering presents to a young girl"").",azamber  stephen,oil on cloth,signature s  b  etienne azamber,5175,1631,2970,5170,5283,5023,527,6395,3877,216
5905,Chanteur,"Baburen, Theodor van ; Pays-Bas",1623.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000054163/0000970248_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054163,louvre museum,Singer,baburen  theodor van,cloth,copy  workshop who derivative of i original preserved to frankfurt to stadium museum registration date on the partition anno on the cloth brand to stencil black mba your rf,4494,2527,4684,122,4991,499,2529,5289,3541,2827
5906,Le camp français et le marabout de Lalla Marghiria,"Baccuet, Prosper ; France",1846.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000067264/0000354429_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067264,louvre museum,The French camp and the marabout of Lalla Marghiria,baccuet  prosper,oil on cloth,registration buffer valley patented to see photo signature p bacuet,4145,432,731,6018,761,5407,1096,5500,6039,418
5907,Les Alliances de la France,"Bachelier, Jean Jacques ; France",1763.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000053312/0000041685_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053312,louvre museum,The Alliances of France,bachelor  Jeans james,cloth,signature sign in low to left bachelor,5908,5909,5910,4394,2959,4397,324,3238,4395,5661
5908,Bois de cerf attaqué par le roi dans le taillis d'Epernon et pris le 2 juin 1764,"Bachelier, Jean Jacques ; France",1764.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057371/0000328661_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057371,louvre museum,"Antlers attacked by the king in the Epernon copse and taken on June 2, 1764",bachelor  Jeans james,cloth,signature sign date in low to g bachelor,5909,5910,5907,2959,324,323,4038,4394,2171,5972
5909,"Tête d'un cerf attaqué par l'équipage du Roi au Bois Guérin, le 1er juin 1778","Bachelier, Jean Jacques ; France",1778.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057375/0000328667_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057375,louvre museum,"Head of a deer attacked by the crew of the King at Bois Guérin, June 1, 1778",bachelor  Jeans james,cloth,signature sign bachelor pinxit,5910,5908,5907,4394,4038,323,324,5661,5911,1809
5910,"Bois de cerf attaqué à la Haute Queue, le 5 juillet 1764, à Compiègne","Bachelier, Jean Jacques ; France",1764.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057372/0000328662_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057372,louvre museum,"Deer antlers attacked at Haute Queue, July 5, 1764, in Compiègne",bachelor  Jeans james,cloth,signature sign bachelor pinxit,5909,5908,5907,2746,285,6034,4394,5998,324,323
5911,Bois de cerf pris par le Roi le 1er juillet 1767,"Bachelier, Jean Jacques ; France",1767.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057376/0000328668_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057376,louvre museum,"Antlers taken by the King on July 1, 1767",bachelor  Jeans james,cloth,the composition offer a surprised geometry attenuated by the shadows litters from drink of i animal and the presence of ticket crumpled to low of board registration on the ticket in deceived i eye head of stag weird compiegne,3516,131,185,2971,3179,5522,3180,6445,5909,130
5912,"Vénus, Bacchus et Cérès","Backer, Jacob de ; Pays-Bas du Sud",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054687/0000934702_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054687,louvre museum,"Venus, Bacchus and Ceres",backer  jacob of,oil on drink,registration to setback of frame to the chalk on label to edging blue for perpig to pencil blue nr in red blaibl last to the chalk word illegible to the chalk to setback of parquetry to pencil blue nr in red blnibt worm in blue of them time to the chalk to pencil blue with frame in white  on label to edging blue on label to edging blue nr french floris venus bacchus and loves,2343,994,6049,4318,5261,5891,2780,3633,5376,2342
5913,"Vue d'Amsterdam, près de la Tour des Empaqueteurs de hareng","Backhuysen, Ludolf ; Pays-Bas",1665.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000054688/0000046478_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054688,louvre museum,View of Amsterdam near the Herring Packers' Tower,backhuysen  ludolf,cloth,registration to setback on the frame has the chalk p to the painting white oh where registration wüster landry label kaiser william museum krefeld inv nr label dick label round oh signature sign in low to left under the nerd i backhzen,113,968,969,122,5855,4519,2337,3076,495,618
5914,Vaisseau anglais,"Backhuysen, Ludolf ; Pays-Bas",1675.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000054165/0001053961_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054165,louvre museum,English ship,backhuysen  ludolf,cloth,registration label collection louis the case writing to pencil red in high to center on the frame lpc written to the chalk white on the setback of frame in high and to right monogram and date on a room of drink to right i b,5449,4534,4626,1603,5775,1043,2699,4667,4690,5084
5915,Bateaux hollandais au large d'une côte sableuse,"Backhuysen, Ludolf ; Pays-Bas",1660.0,1663.0,https://collections.louvre.fr/media/cache/large/0000000021/0000060279/0000377567_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010060279,louvre museum,Dutch boats off a sandy coast,backhuysen  ludolf,oil on cloth,the site has summer identified as the holder to of but we could everything also good think to scheveningen in fact he not safe that have desired recall here a site determined to date enough early toward under of hendrick dubbels to which the board has same summer sometimes assigned hofstede of groot,3623,2445,1667,1666,2206,146,3616,611,4321,797
5916,Marine,"Backhuysen, Ludolf ; Pays-Bas",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054689/0001055925_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054689,louvre museum,Marine,backhuysen  ludolf,cloth,registration to center lbs.,766,4827,1686,2152,5443,5954,3494,5939,837,2367
5917,Intérieur d'une galerie de tableaux et d'objets d'art,"Baellieur, Cornelis de ; Pays-Bas du Sud",1637.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000065959/0000391558_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065959,louvre museum,Interior of a gallery of paintings and works of art,bailiff  cornelis of,oil on drink,from rare works of this artist and without doubt his only office safe bailiff responsible here from figures to includes in copycat and rival of francken while that the major part of board architecture and tables to the walls come back in spite of the signature of bailiff to hans iii jordaens toward painter more asset he is true in this typical speciality flemish from cabinets to to note with harting that the board from four elements visible in the bottom in above of chimney is to little near identical to that's why i wrote to you of coll copped to brussels of to french ii francken figures and govaerts countryside signature s   toward the b near of the door baelliur i for invented fecit,5511,3205,1674,1643,2327,1473,747,1476,3590,797
5918,"Portrait d'une dame de qualité sur un fond de parc, avec un épagneul nain à ses côtés","Baen, Jan de ; Pays-Bas",1628.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000060275/0000715783_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010060275,louvre museum,"Portrait of a fine lady on a park background, with a toy spaniel by her side",bath  jan of,oil on cloth,the name of jan of bath portraitist very appreciated from environments aristocratic of the hague seems here more appropriate that that's why i wrote to you hanneman invoked in the previous catalog to date toward,611,6335,2206,745,1666,3525,3618,3623,1690,3590
5919,"Un peintre dérangé dans son travail, ou Jens Peter Tønder (1773 -1836), homme de lettres danois, visitant l’atelier d’un peintre pour vendre sa gazette","Bærentzen, Emilius-Ditlev ; Danemark",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000067140/0000313482_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067140,louvre museum,"A painter disturbed in his work, or Jens Peter Tønder (1773 -1836), Danish man of letters, visiting a painter's studio to sell his gazette",baerentzen  emily ditlev,oil on cloth,stage identified by kaspar monrad how written iii who has close the r f of the lithography of baerentzen  representing tonder seeking to to sell her gazette with the legend in danish here translated in french my dear sir please to buy a log that not cost that of them under i p tonder a original fortune who had based his own log rangelt og nyt to say once and had to be murdered the july by petri claudius ferdid emil worm which was to the after long court case sentenced to dead and executed the november to see to setback details of bent sørensen how written is may be that's why i wrote to you of baerentzen him same the dating considered date of the lithography where year of the dead of tonder where again the october according to on the frame are discounts in question by of r f proposed by bent sørensen with the board exposed by baerentzen to of copen hash in to see history to which case the registrations allusive to tonder and to his assassination would be good posterior to the realization in where little before of board registration to setback of the cloth of them registrations modern who resume without doubt those who fi on the cloth before his relining in high tonders besog hos in portrattmaler is translated in french the visit of tonder to a painter of portrait and bærentsen pinxit on the frame of them registrations old to tonder myrdet om sommeren af worm henrettet is translated in french tonder murdered in by worm executed in den october to setback of frame collection johan hansen and baerentzen on the frame cartel with the signature monogram in low to right and b,2391,6322,2136,4842,3659,501,1238,5480,840,216
5920,"Calliope, muse de l'Éloquence","Baglione, Giovanni ; Italie",1620.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053406/0000046036_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053406,louvre museum,"Calliope, Muse of Eloquence",baglione  giovanni,cloth,registration on the painting carmine calliope lily heroica on the bottom virgil on the book open odissea on the books closed aeneid iliad,5921,5925,5922,1472,5924,5322,2469,752,1189,929
5921,"Clio, muse de l'Histoire et de la Poésie héroïque","Baglione, Giovanni ; Italie",1620.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053407/0001018041_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053407,louvre museum,"Clio, Muse of History and Heroic Poetry",baglione  giovanni,cloth,registration on the book farm in low to left tucidide,5925,5924,5922,5920,1472,752,3775,928,5323,929
5922,"Érato, muse de l'Élégie","Baglione, Giovanni ; Italie",1620.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053408/0001019392_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053408,louvre museum,"Erato, Muse of Elegy",baglione  giovanni,cloth,registration in low erato,5921,5924,5925,5920,1472,752,928,379,390,704
5923,Apollon,"Baglione, Giovanni ; Italie",1620.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000053405/0001018003_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053405,louvre museum,Apollo,baglione  giovanni,cloth,registration to setback of the cloth to stencil in black inv to setback on a crosses in black  in white,4595,3838,20,5291,10,309,4677,5133,3817,4924
5924,"Euterpe, muse de la Musique","Baglione, Giovanni ; Italie",1620.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053409/0001018109_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053409,louvre museum,"Euterpe, Muse of Music",baglione  giovanni,cloth,registration in low div lct dovis calamus uterpe itatibus vget,5925,5921,5922,928,5920,1472,929,5272,5323,3366
5925,"Polymnie, muse la la Poésie lyrique","Baglione, Giovanni ; Italie",1620.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053410/0001018122_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053410,louvre museum,"Polymnie, Muse of Lyric Poetry",baglione  giovanni,cloth,registration date on the book roma in low to right polyimnia,5921,5924,5922,5920,752,3775,928,5323,1472,929
5926,La Sainte Famille avec le petit saint Jean Baptiste,"Bagnacavallo (Bartolomeo Ramenghi, dit) ; Italie Émilie-Romagne Ferrare",1500.0,1550.0,https://collections.louvre.fr/media/cache/large/0000000021/0000067499/0000981004_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067499,louvre museum,The Holy Family with little Saint John the Baptist,bagnacavallo  bartolomeo ramenghi  said,oil on drink,registration registration to pencil on the frame,87,6295,5458,6057,3807,3824,3805,5077,3199,3806
5927,Jeune homme à la toque noire,"Bailly, David ; Pays-Bas",1637.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000064905/0000601738_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064905,louvre museum,Young man in a black hat,bailly  david,oil on drink,portrait of gender picturesque or the taste of cross-dressing oriental process of rembrandt this who is expected to leiden but also from painters  story of haarlem solomon of bray grebber signature s  g mid h  bailly fecit,3658,1263,778,1749,449,1666,1507,873,5267,917
5928,Frontispice : Comento di Christophoro Landino Fiorentino no sopra la Comedia di Dante Alighieri poeta Fiorentino,BALDINI Baccio,1481.0,,https://collections.louvre.fr/media/cache/original/58/70/21/00/AGO587021-000_PE.jpg,https://collections.louvre.fr/ark:/53355/cl020587021,louvre museum,Frontispiece: Comento di Christophoro Landino Fiorentino no sopra la Comedia di Dante Alighieri poeta Fiorentino,baldini baccio,illumination,description of i album copy of the divine comedy edited with a remark of cristoforo landino florence nicolas of lorenzo della magna viii illustrated he understand engravings illustrating i hell the of them raw are drawn the following glued the first engraving in foot of page is complete the engravings and are of state the and of second state folios nope signed ire part rooms preliminary folio sign i i variant b signori corrected in signor iii part purgatorio folio back i variant b infinity fine ive part paradise folio variant b folio sign text in he before last line finalmen you gw gesamtkatalog last wiegendrucke ive part folio front i variant b didanthus with the  properly printed initial b green blue mauve orange and yellow on bottom  gold antennae marginal to decor floral and balls  gold to folio front ibid coat of arms painted in the crown of foliage accompanied of decor floral and of ball  gold to low of the same page initial not in gold green mauve and blue with a portrait of dante dressed of red on bottom blue antennae marginal to decor floral and balls  gold to folio front initial  to folio front initial p to folio front initial has to folio front coat of arms painted italian nope identified to low of folio front sign i xv century binding eighteenth century in parchment back smooth room of title of swarthy brown h m i m  m book open m,3941,5724,5800,4901,72,4849,6414,5035,1620,3823
5929,"Le chevalier, la femme et la Mort","Baldung, Grien ; Allemagne",1500.0,1525.0,https://collections.louvre.fr/media/cache/large/0000000021/0000066283/0000738403_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066283,louvre museum,"The knight, the woman and Death",baldung  grian,drink  basswood ,acquired under the name of barthel beham after to have summer assigned to albrecht last then to hans them the young painter and designer swiss affecting by last a attribution learned worthy of specialist the possessor of board friedrich lipmann to see history and considered to here as a work of youth of baldung grian despite a attempt to hans suss we kulmbach see wirth to date toward according to g we last osten dendrochronological of support by the dr to fart klein in not permit the date presumed of of macabre of topic is temperate by the liveliness from colors and the charm naturalist of countryside and of first plan grassy to the last a intention moralizing not to exclude to to know the punishment of if the young women that the rider takes away not her fiancee but to opposite a women bride designated as such by her hairdressing see koepplin the topic may to to summarize as a memento memento live under the title the dead frightens the lovers see hagen,448,2065,956,4321,3658,4291,2371,639,221,840
5930,Festin des Dieux,"Balen, Hendrick van ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/original/0000000021/0000054095/0000042239_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054095,louvre museum,Feast of the Gods,balen  hendrick van,drink,registration on the property card identifying marks g,5220,6079,6425,5933,5465,6030,2403,1719,2459,5834
5931,Diane à la chasse,"Balen, Hendrick van ; Brueghel, Jan I ; Brueghel, Jan II ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/original/0000000021/0000054167/0000041504_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054167,louvre museum,Diana on the hunt,balen  hendrick van,drink,registration setback sign stencil red mr to the chalk compiegne label inv brueghel attract the chase of diane,5255,2384,5465,5933,1476,5253,3208,5256,5834,5265
5932,Vénus et l'Amour dans un cabinet d'amateur,"Balen, Hendrick van ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054690/0001054977_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054690,louvre museum,Venus and Cupid in an amateur cabinet,balen  hendrick van,drink,registration to setback on the sign half label to corners cut and listel blue mnt van balen venus and love in a office  amateur label rectangular jagged to listel blue on the parquetry in black k to the chalk white van balen to pencil to the chalk white dietrich on the frame amount superior severe to pencil  to pencil blue half label to corners cut and listel blue st etienne label round illegible label rectangular amount straight nothing amount left in black k half label to corners cut and listel blue nr van balen venus and love in a office  amateur amount straight registration to the chalk white illegible label rectangular to corners cut and listel blue of palm leaves illegible above a other label rectangular to corners cut and listel blue covered by a label rectangular jagged to buffer black and  manuscript on the property card identifying marks k linz,4640,5462,6353,2397,4962,2549,1163,1025,2591,2413
